rowid,studyid,site,year,phenodiff,phenodiffunits,phenodiffmethod,phenodiffvar,phenofreq,genus,species,phenophase1,phenomethod1,genus2,species2,phenophase2,phenomethod2,fitnesscomp,fitnessunit,fitnessmethod,gender,fitnessvalue,fitnessvaluevar,fitnesstype,notes,,,,,,,,,,,,
3879,HMK054,NA,1981,2.63381,days,study,NA,week,Parus3,major,lay date of first clutch,observed,Caterpillar5,spp.,peak biomass,some years estimated,"mean probability of recruitment (total number of offspring per female surviving to breed theselves in subsequent years, divided by the total number of fledglings she produced that year)",probability,observed,,0.047099,SE available,fitness,"multiple estimates of fitness available, only digitized a few, took population-level; also took population-level mismatch (mean of individual mismatch each year); individual mismatch= negative values- consumer before resource; population mismatch is mean of individual mismatch each year",,,,,,,,,,,,
3880,HMK054,NA,1982,-8.22553,days,study,NA,week,Parus3,major,lay date of first clutch,observed,Caterpillar5,spp.,peak biomass,some years estimated,"mean probability of recruitment (total number of offspring per female surviving to breed theselves in subsequent years, divided by the total number of fledglings she produced that year)",probability,observed,,0.0788396,SE available,fitness,"multiple estimates of fitness available, only digitized a few, took population-level; also took population-level mismatch (mean of individual mismatch each year); individual mismatch= negative values- consumer before resource; population mismatch is mean of individual mismatch each year",,,,,,,,,,,,
3881,HMK054,NA,1983,-0.144468,days,study,NA,week,Parus3,major,lay date of first clutch,observed,Caterpillar5,spp.,peak biomass,some years estimated,"mean probability of recruitment (total number of offspring per female surviving to breed theselves in subsequent years, divided by the total number of fledglings she produced that year)",probability,observed,,0.0931741,SE available,fitness,"multiple estimates of fitness available, only digitized a few, took population-level; also took population-level mismatch (mean of individual mismatch each year); individual mismatch= negative values- consumer before resource; population mismatch is mean of individual mismatch each year",,,,,,,,,,,,
3882,HMK054,NA,1984,-2.06349,days,study,NA,week,Parus3,major,lay date of first clutch,observed,Caterpillar5,spp.,peak biomass,some years estimated,"mean probability of recruitment (total number of offspring per female surviving to breed theselves in subsequent years, divided by the total number of fledglings she produced that year)",probability,observed,,0.0194539,SE available,fitness,"multiple estimates of fitness available, only digitized a few, took population-level; also took population-level mismatch (mean of individual mismatch each year); individual mismatch= negative values- consumer before resource; population mismatch is mean of individual mismatch each year",,,,,,,,,,,,
3883,HMK054,NA,1985,-3.71714,days,study,NA,week,Parus3,major,lay date of first clutch,observed,Caterpillar5,spp.,peak biomass,some years estimated,"mean probability of recruitment (total number of offspring per female surviving to breed theselves in subsequent years, divided by the total number of fledglings she produced that year)",probability,observed,,0.0962457,SE available,fitness,"multiple estimates of fitness available, only digitized a few, took population-level; also took population-level mismatch (mean of individual mismatch each year); individual mismatch= negative values- consumer before resource; population mismatch is mean of individual mismatch each year",,,,,,,,,,,,
3884,HMK054,NA,1986,-0.867915,days,study,NA,week,Parus3,major,lay date of first clutch,observed,Caterpillar5,spp.,peak biomass,some years estimated,"mean probability of recruitment (total number of offspring per female surviving to breed theselves in subsequent years, divided by the total number of fledglings she produced that year)",probability,observed,,0.108532,SE available,fitness,"multiple estimates of fitness available, only digitized a few, took population-level; also took population-level mismatch (mean of individual mismatch each year); individual mismatch= negative values- consumer before resource; population mismatch is mean of individual mismatch each year",,,,,,,,,,,,
3885,HMK054,NA,1987,-6.16414,days,study,NA,week,Parus3,major,lay date of first clutch,observed,Caterpillar5,spp.,peak biomass,some years estimated,"mean probability of recruitment (total number of offspring per female surviving to breed theselves in subsequent years, divided by the total number of fledglings she produced that year)",probability,observed,,0.119795,SE available,fitness,"multiple estimates of fitness available, only digitized a few, took population-level; also took population-level mismatch (mean of individual mismatch each year); individual mismatch= negative values- consumer before resource; population mismatch is mean of individual mismatch each year",,,,,,,,,,,,
3886,HMK054,NA,1988,8.87046,days,study,NA,week,Parus3,major,lay date of first clutch,observed,Caterpillar5,spp.,peak biomass,some years estimated,"mean probability of recruitment (total number of offspring per female surviving to breed theselves in subsequent years, divided by the total number of fledglings she produced that year)",probability,observed,,0.0255973,SE available,fitness,"multiple estimates of fitness available, only digitized a few, took population-level; also took population-level mismatch (mean of individual mismatch each year); individual mismatch= negative values- consumer before resource; population mismatch is mean of individual mismatch each year",,,,,,,,,,,,
3887,HMK054,NA,1989,3.90522,days,study,NA,week,Parus3,major,lay date of first clutch,observed,Caterpillar5,spp.,peak biomass,some years estimated,"mean probability of recruitment (total number of offspring per female surviving to breed theselves in subsequent years, divided by the total number of fledglings she produced that year)",probability,observed,,0.0614334,SE available,fitness,"multiple estimates of fitness available, only digitized a few, took population-level; also took population-level mismatch (mean of individual mismatch each year); individual mismatch= negative values- consumer before resource; population mismatch is mean of individual mismatch each year",,,,,,,,,,,,
3888,HMK054,NA,1990,-1.45723,days,study,NA,week,Parus3,major,lay date of first clutch,observed,Caterpillar5,spp.,peak biomass,some years estimated,"mean probability of recruitment (total number of offspring per female surviving to breed theselves in subsequent years, divided by the total number of fledglings she produced that year)",probability,observed,,0.0911263,SE available,fitness,"multiple estimates of fitness available, only digitized a few, took population-level; also took population-level mismatch (mean of individual mismatch each year); individual mismatch= negative values- consumer before resource; population mismatch is mean of individual mismatch each year",,,,,,,,,,,,
3889,HMK054,NA,1992,-8.54017,days,study,NA,week,Parus3,major,lay date of first clutch,observed,Caterpillar5,spp.,peak biomass,some years estimated,"mean probability of recruitment (total number of offspring per female surviving to breed theselves in subsequent years, divided by the total number of fledglings she produced that year)",probability,observed,,0.0348123,SE available,fitness,"multiple estimates of fitness available, only digitized a few, took population-level; also took population-level mismatch (mean of individual mismatch each year); individual mismatch= negative values- consumer before resource; population mismatch is mean of individual mismatch each year",,,,,,,,,,,,
3890,HMK054,NA,1993,11.7264,days,study,NA,week,Parus3,major,lay date of first clutch,observed,Caterpillar5,spp.,peak biomass,some years estimated,"mean probability of recruitment (total number of offspring per female surviving to breed theselves in subsequent years, divided by the total number of fledglings she produced that year)",probability,observed,,0.0307167,SE available,fitness,"multiple estimates of fitness available, only digitized a few, took population-level; also took population-level mismatch (mean of individual mismatch each year); individual mismatch= negative values- consumer before resource; population mismatch is mean of individual mismatch each year",,,,,,,,,,,,
3891,HMK054,NA,1994,4.70816,days,study,NA,week,Parus3,major,lay date of first clutch,observed,Caterpillar5,spp.,peak biomass,some years estimated,"mean probability of recruitment (total number of offspring per female surviving to breed theselves in subsequent years, divided by the total number of fledglings she produced that year)",probability,observed,,0.0307167,SE available,fitness,"multiple estimates of fitness available, only digitized a few, took population-level; also took population-level mismatch (mean of individual mismatch each year); individual mismatch= negative values- consumer before resource; population mismatch is mean of individual mismatch each year",,,,,,,,,,,,
3892,HMK054,NA,1995,9.01466,days,study,NA,week,Parus3,major,lay date of first clutch,observed,Caterpillar5,spp.,peak biomass,some years estimated,"mean probability of recruitment (total number of offspring per female surviving to breed theselves in subsequent years, divided by the total number of fledglings she produced that year)",probability,observed,,0.094198,SE available,fitness,"multiple estimates of fitness available, only digitized a few, took population-level; also took population-level mismatch (mean of individual mismatch each year); individual mismatch= negative values- consumer before resource; population mismatch is mean of individual mismatch each year",,,,,,,,,,,,
